,As75,Cd111,Co59,Cu65,DTF spain 2009 (1st experiment),DTF spain 2009 (2nd experiment),DTF sweden 2009 (1st experiment),DTF sweden 2009 (2nd experiment),DTFmainEffect2009,FT16,K39,Mg25,Mn55,Mo98,Na23,Ni60,P31,Rb85,S34,Se82,Zn66
ath_circ_017262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_032891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_001530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_018968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_036076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_008818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_044713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_004711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_002149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_000793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_043066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_023347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_005455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_000428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_017413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_022415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_009170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_030875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_035828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_015089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_033525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_036507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_041857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_037103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_044291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_001726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_007372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_010051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_022953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_006479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_034495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_009620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_035826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_013857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_039790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_028012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_042893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_035872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_027860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_020757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_012717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_030883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_022011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_001333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_012505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_000984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_031765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_036857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_020505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_021256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_027032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_011123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_031609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_022350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_026559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_021651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_014779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_021225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_010496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_045783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_019086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_030495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_039086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_034808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_004540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_014155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_016287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_018650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_043538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_037451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_046068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_020281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_007048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_038765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_035374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_038585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_031135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_044287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_000331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_044024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_018125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_010938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_040173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_040353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_027790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_029423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_034625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_029404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_038514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_021344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_028774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_006539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_036943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_010762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_022558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_034821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
